Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,BWH,BWD,BWA,IWH,IWD,IWA,,,
E0,04-03-2017,Liverpool,Arsenal,3,1,H,2,0,H,R Madley,18,7,7,3,8,15,9,3,1,2,0,0,2.05,3.5,3.6,2,3.4,3.8,2,3.72,3.97
E0,04-03-2017,Man United,Bournemouth,1,1,D,1,1,D,K Friend,20,3,7,1,9,11,15,2,3,2,0,1,1.25,6,12,1.2,6.5,15,1.24,6.95,13.75
E0,04-03-2017,Stoke,Middlesbrough,2,0,H,2,0,H,C Pawson,13,8,8,2,16,20,6,1,1,2,0,0,1.95,3.3,4.33,2,3.4,3.8,2.02,3.29,4.52
E0,04-03-2017,Swansea,Burnley,3,2,H,1,1,D,A Taylor,23,6,10,4,7,13,9,2,2,2,0,0,2,3.4,3.9,1.9,3.5,4.1,2.01,3.39,4.38
E0,04-03-2017,Watford,Southampton,3,4,A,1,2,A,J Moss,16,20,4,11,16,9,6,5,3,2,0,0,3.5,3.2,2.2,3.15,3.3,2.3,4.12,3.51,2.03
E0,04-03-2017,West Brom,Crystal Palace,0,2,A,0,0,D,M Jones,11,10,1,4,8,12,5,5,0,1,0,0,2.2,3.1,3.6,2,3.4,3.8,2.37,3.23,3.48
E0,05-03-2017,Sunderland,Man City,0,2,A,0,1,A,M Atkinson,11,14,3,7,11,4,6,4,1,0,0,0,10,6,1.28,9.5,5.5,1.3,10.95,6.6,1.29
E0,05-03-2017,Tottenham,Everton,3,2,H,1,0,H,M Oliver,20,8,7,4,9,14,7,2,1,2,0,0,1.6,4,5.75,1.7,3.7,5,1.62,4.28,5.88
E0,06-03-2017,West Ham,Chelsea,1,2,A,0,1,A,A Marriner,11,9,2,4,8,8,6,4,0,1,0,0,5.75,4,1.6,5.7,3.9,1.6,6.15,4.25,1.61
E0,08-03-2017,Man City,Stoke,0,0,D,0,0,D,N Swarbrick,12,5,1,2,8,11,8,1,1,3,0,0,1.25,6,12.5,1.22,6.5,12.5,1.24,7.05,14.25
E0,11-03-2017,Bournemouth,West Ham,3,2,H,1,1,D,R Madley,21,15,9,7,20,15,5,6,4,2,0,0,2.5,3.4,2.8,2.5,3.3,2.85,2.59,3.51,2.86
E0,11-03-2017,Everton,West Brom,3,0,H,2,0,H,G Scott,16,5,5,2,8,12,4,6,1,2,0,0,1.6,3.7,5.75,1.65,3.8,5.3,1.65,3.92,6.35
E0,11-03-2017,Hull,Swansea,2,1,H,0,0,D,A Marriner,15,11,7,3,14,5,2,7,3,1,0,0,2.5,3.2,3,2.5,3.3,2.85,2.56,3.29,3.07
E0,12-03-2017,Liverpool,Burnley,2,1,H,1,1,D,C Pawson,10,11,3,1,12,16,11,1,2,2,0,0,1.22,6.5,12.5,1.22,6.2,13.5,1.29,6.1,12.25
E0,18-03-2017,Bournemouth,Swansea,2,0,H,1,0,H,M Dean,12,10,6,1,10,9,2,4,0,2,0,0,2.1,3.4,3.6,2.3,3.3,3.15,2.22,3.51,3.51
E0,18-03-2017,Crystal Palace,Watford,1,0,H,0,0,D,M Atkinson,7,6,0,2,8,15,3,2,0,2,0,0,1.9,3.5,4.2,2,3.4,3.8,1.94,3.43,4.67
E0,18-03-2017,Everton,Hull,4,0,H,1,0,H,P Tierney,14,6,8,0,9,7,5,8,2,0,0,1,1.53,4.1,6.75,1.5,4.2,6.5,1.57,4.18,6.85
E0,18-03-2017,Stoke,Chelsea,1,2,A,1,1,D,A Taylor,5,20,1,7,16,11,5,11,4,2,1,0,5.5,4.1,1.6,5.3,3.8,1.65,6.07,3.7,1.71
E0,18-03-2017,Sunderland,Burnley,0,0,D,0,0,D,R Madley,14,17,5,3,14,7,3,5,2,1,0,0,2.55,3.1,2.95,2.4,3.3,2.95,2.66,3.19,3.02
E0,18-03-2017,West Brom,Arsenal,3,1,H,1,1,D,N Swarbrick,12,11,8,2,5,6,4,5,1,0,0,0,4.75,3.9,1.72,5,3.7,1.7,5.85,4.21,1.63
E0,18-03-2017,West Ham,Leicester,2,3,A,1,3,A,R East,20,11,7,5,10,14,6,5,0,1,0,0,2.25,3.4,3.25,2.2,3.35,3.3,2.41,3.39,3.22
E0,19-03-2017,Man City,Liverpool,1,1,D,0,0,D,M Oliver,13,13,3,4,14,7,9,8,3,3,0,0,1.95,3.7,3.75,1.9,3.5,4.1,1.97,3.8,4
E0,19-03-2017,Middlesbrough,Man United,1,3,A,0,1,A,J Moss,10,14,3,6,9,8,8,3,1,1,0,0,5.75,3.7,1.65,5.3,3.8,1.65,6,3.89,1.68
E0,19-03-2017,Tottenham,Southampton,2,1,H,2,0,H,A Marriner,12,8,6,3,12,13,5,1,3,3,0,0,1.7,3.7,5.25,1.65,4,5,1.69,3.96,5.68
E0,01-04-2017,Burnley,Tottenham,0,2,A,0,0,D,S Attwell,13,19,2,7,9,6,3,7,2,0,0,0,5.5,3.8,1.65,5,3.7,1.7,5.11,3.81,1.78
E0,01-04-2017,Chelsea,Crystal Palace,1,2,A,1,2,A,C Pawson,24,8,11,3,12,14,9,3,3,2,0,0,1.26,5.75,11.5,1.25,6,11,1.36,5.25,10.8
E0,01-04-2017,Hull,West Ham,2,1,H,0,1,A,M Jones,7,12,3,4,16,9,5,5,2,2,0,0,2.4,3.3,3,2.5,3.3,2.85,2.44,3.35,3.2
E0,01-04-2017,Leicester,Stoke,2,0,H,1,0,H,L Mason,23,10,10,2,7,11,10,4,1,4,0,0,2,3.4,3.9,1.9,3.5,4.1,1.89,3.65,4.59
E0,01-04-2017,Liverpool,Everton,3,1,H,2,1,H,A Taylor,10,9,6,4,17,10,2,3,1,3,0,0,1.67,4,5,1.65,3.8,5.3,1.73,3.79,5.6
E0,01-04-2017,Man United,West Brom,0,0,D,0,0,D,M Dean,18,3,3,1,15,13,6,1,3,3,0,0,1.36,5,8.5,1.3,5.5,9.5,1.38,5.05,10
E0,01-04-2017,Southampton,Bournemouth,0,0,D,0,0,D,J Moss,14,12,4,3,14,8,6,3,1,0,0,0,1.62,3.9,5.75,1.6,3.9,5.7,1.67,4.13,5.55
E0,01-04-2017,Watford,Sunderland,1,0,H,0,0,D,L Probert,23,11,10,3,12,8,13,9,1,3,0,0,1.83,3.6,4.5,1.85,3.5,4.3,1.97,3.6,4.23
E0,02-04-2017,Arsenal,Man City,2,2,D,1,2,A,A Marriner,8,14,3,5,8,15,3,8,3,2,0,0,3.25,3.5,2.2,2.85,3.5,2.4,2.9,3.84,2.41
E0,02-04-2017,Swansea,Middlesbrough,0,0,D,0,0,D,R Madley,15,8,3,1,9,16,11,3,2,3,0,0,1.95,3.4,4.2,2,3.4,3.8,1.95,3.43,4.62
E0,04-04-2017,Burnley,Stoke,1,0,H,0,0,D,K Friend,7,15,3,2,9,16,3,5,3,2,0,0,2.4,3.1,3.25,2.4,3.3,2.95,2.47,3.16,3.34
E0,04-04-2017,Leicester,Sunderland,2,0,H,0,0,D,G Scott,19,15,8,3,12,13,5,6,0,1,0,0,1.42,4.6,7.75,1.5,4.2,6.5,1.51,4.5,7.48
E0,04-04-2017,Man United,Everton,1,1,D,0,1,A,N Swarbrick,18,11,3,4,10,18,6,5,1,4,0,1,1.55,4,6.5,1.55,4,6.2,1.61,4.05,6.55
E0,04-04-2017,Watford,West Brom,2,0,H,1,0,H,P Tierney,9,18,2,2,11,14,5,6,1,4,1,0,2.5,3.2,2.95,2.5,3.3,2.85,2.5,3.16,3.29
E0,05-04-2017,Arsenal,West Ham,3,0,H,0,0,D,M Atkinson,21,7,8,2,11,5,5,0,2,2,0,0,1.36,5.25,8,1.4,4.8,7.5,1.43,5.35,7.32
E0,05-04-2017,Chelsea,Man City,2,1,H,2,1,H,M Dean,10,17,4,7,10,14,2,9,1,3,0,0,2.3,3.4,3.1,2.2,3.35,3.3,2.22,3.39,3.63
E0,05-04-2017,Hull,Middlesbrough,4,2,H,3,2,H,M Oliver,17,12,5,4,13,12,8,4,2,1,0,0,2,3.3,4,2.2,3.35,3.3,2.08,3.3,4.23
E0,05-04-2017,Liverpool,Bournemouth,2,2,D,1,1,D,L Mason,20,7,8,2,11,8,7,2,1,1,0,0,1.36,5.25,8.25,1.3,5.5,9.5,1.44,4.85,8.4
E0,05-04-2017,Southampton,Crystal Palace,3,1,H,1,1,D,R East,25,17,9,3,16,11,11,11,2,1,0,0,1.8,3.5,4.75,1.8,3.6,4.5,1.86,3.61,4.84
E0,05-04-2017,Swansea,Tottenham,1,3,A,1,0,H,J Moss,4,18,1,8,7,8,5,7,1,1,0,0,5,3.75,1.7,5.3,3.8,1.65,5.45,4,1.7
E0,08-04-2017,Bournemouth,Chelsea,1,3,A,1,2,A,A Marriner,12,15,1,5,7,11,4,4,2,3,0,0,6.25,4.1,1.55,6.2,4,1.55,6.85,4.5,1.53
E0,08-04-2017,Man City,Hull,3,1,H,1,0,H,J Moss,23,6,7,1,6,8,7,3,0,2,0,0,1.19,7.25,14,1.17,7.5,15,1.2,8.2,16
E0,08-04-2017,Middlesbrough,Burnley,0,0,D,0,0,D,M Atkinson,12,7,5,2,9,12,4,3,0,3,0,0,2.4,3.1,3.2,2.5,3.3,2.85,2.64,3.04,3.2
E0,08-04-2017,Stoke,Liverpool,1,2,A,1,0,H,M Dean,9,14,4,4,7,11,5,8,0,2,0,0,4,3.6,1.91,4.3,3.5,1.85,3.51,3.3,2.31
E0,08-04-2017,Tottenham,Watford,4,0,H,3,0,H,A Taylor,19,8,6,2,12,12,7,5,0,1,0,0,1.25,6,11.5,1.3,5.5,9.5,1.24,7.15,13.65
E0,08-04-2017,West Brom,Southampton,0,1,A,0,1,A,C Kavanagh,17,10,6,3,12,12,7,3,2,2,0,0,2.95,3.3,2.45,2.85,3.3,2.5,3.11,3.28,2.54
E0,08-04-2017,West Ham,Swansea,1,0,H,1,0,H,K Friend,14,4,6,1,12,12,4,3,5,1,0,0,2.05,3.6,3.5,2.1,3.4,3.5,2.21,3.4,3.65
E0,09-04-2017,Everton,Leicester,4,2,H,3,2,H,R Madley,12,6,7,4,8,15,4,6,2,2,0,0,1.72,3.6,5.25,1.65,3.8,5.3,1.77,3.88,5.05
E0,09-04-2017,Sunderland,Man United,0,3,A,0,1,A,C Pawson,9,18,4,9,14,20,4,5,1,5,1,0,9,5,1.35,7.5,4.8,1.4,9.6,5.25,1.38
E0,10-04-2017,Crystal Palace,Arsenal,3,0,H,1,0,H,M Oliver,17,11,6,3,11,10,5,8,0,1,0,0,4.6,3.8,1.75,5,3.7,1.7,4.61,4.16,1.78
E0,15-04-2017,Crystal Palace,Leicester,2,2,D,0,1,A,M Dean,15,6,4,2,10,16,8,5,0,2,0,0,1.8,3.5,4.4,1.8,3.6,4.5,2.04,3.52,4.07
E0,15-04-2017,Everton,Burnley,3,1,H,0,0,D,M Clattenburg,29,13,7,6,15,14,6,7,2,0,0,0,1.45,4.25,6.75,1.45,4.5,7,1.52,4.25,7.9
E0,15-04-2017,Southampton,Man City,0,3,A,0,0,D,N Swarbrick,8,18,1,5,9,8,3,8,3,0,0,0,4.5,3.8,1.7,5,3.7,1.7,4.65,4.06,1.79
E0,15-04-2017,Stoke,Hull,3,1,H,1,0,H,S Attwell,14,14,4,3,12,5,3,7,0,2,0,0,1.91,3.4,4,1.85,3.5,4.3,2.03,3.56,4.06
E0,15-04-2017,Sunderland,West Ham,2,2,D,1,1,D,A Marriner,14,7,4,3,14,10,8,1,1,0,0,1,3.2,3.4,2.15,3.05,3.4,2.3,2.72,3.51,2.72
E0,15-04-2017,Tottenham,Bournemouth,4,0,H,2,0,H,M Oliver,24,5,14,1,8,10,13,1,0,1,0,0,1.25,5.75,10.5,1.25,6,11,1.25,7,12.8
E0,15-04-2017,Watford,Swansea,1,0,H,1,0,H,L Mason,15,13,7,4,8,13,6,2,0,0,0,0,2.35,3.2,3,2.4,3.4,2.9,2.69,3.28,2.91
E0,16-04-2017,Man United,Chelsea,2,0,H,1,0,H,R Madley,9,5,3,0,16,20,1,3,3,3,0,0,2.6,3.1,2.75,2.65,3.3,2.65,2.85,3.17,2.82
E0,16-04-2017,West Brom,Liverpool,0,1,A,0,1,A,J Moss,7,15,2,2,15,9,4,4,3,1,0,0,4.25,3.6,1.8,4.5,3.6,1.8,4.58,3.71,1.88
E0,17-04-2017,Middlesbrough,Arsenal,1,2,A,0,1,A,A Taylor,13,12,5,4,11,16,2,4,2,2,0,0,6.25,3.9,1.53,6.2,4,1.55,6.58,4.95,1.5
E0,22-04-2017,Bournemouth,Middlesbrough,4,0,H,2,0,H,G Scott,20,5,10,2,4,14,4,3,0,2,0,1,1.87,3.6,4.25,1.85,3.6,4.2,1.9,3.76,4.37
E0,22-04-2017,Hull,Watford,2,0,H,0,0,D,R Madley,8,13,3,2,10,11,4,7,3,1,1,0,1.87,3.5,4.4,1.85,3.6,4.2,1.89,3.74,4.45
E0,22-04-2017,Swansea,Stoke,2,0,H,1,0,H,M Oliver,10,9,6,3,5,14,11,4,2,2,0,0,2.2,3.25,3.5,2.1,3.4,3.5,2.35,3.54,3.2
E0,22-04-2017,West Ham,Everton,0,0,D,0,0,D,R East,15,4,3,0,9,15,8,4,2,3,0,0,3.3,3.4,2.2,3.5,3.4,2.1,3.69,3.6,2.12
E0,23-04-2017,Burnley,Man United,0,2,A,0,2,A,A Taylor,8,12,0,6,17,16,3,3,2,1,0,0,5.25,3.9,1.65,5.5,4,1.6,5.64,3.51,1.79
E0,23-04-2017,Liverpool,Crystal Palace,1,2,A,1,1,D,A Marriner,14,7,1,3,8,10,4,3,1,2,0,0,1.48,4.33,7,1.45,4.4,7.2,1.5,4.5,7.6
E0,25-04-2017,Chelsea,Southampton,4,2,H,2,1,H,L Mason,17,12,7,4,13,9,6,7,2,2,0,0,1.42,4.5,8,1.45,4.4,7.2,1.46,4.8,7.88
E0,26-04-2017,Arsenal,Leicester,1,0,H,0,0,D,M Jones,12,7,5,3,9,13,12,1,2,4,0,0,1.57,4.33,5.5,1.6,4.2,5.2,1.46,5.1,7.15
E0,26-04-2017,Crystal Palace,Tottenham,0,1,A,0,0,D,J Moss,6,18,1,4,13,15,2,11,3,3,0,0,5.25,4.1,1.62,4.7,3.9,1.7,5.85,4.55,1.59
E0,26-04-2017,Middlesbrough,Sunderland,1,0,H,1,0,H,M Dean,6,10,2,4,15,11,3,5,3,3,0,0,2.2,3.3,3.4,2.1,3.4,3.5,2.21,3.45,3.6
E0,27-04-2017,Man City,Man United,0,0,D,0,0,D,M Atkinson,19,3,6,1,10,8,7,4,1,0,0,1,1.87,3.75,4,1.9,3.5,4.1,1.91,3.46,4.82
E0,29-04-2017,Crystal Palace,Burnley,0,2,A,0,1,A,R Madley,15,9,5,3,11,12,14,4,2,0,0,0,1.75,3.5,4.75,1.8,3.6,4.5,1.86,3.44,5.18
E0,29-04-2017,Southampton,Hull,0,0,D,0,0,D,M Dean,11,9,2,1,9,13,6,6,0,3,0,0,1.62,3.9,5,1.7,3.9,4.6,1.57,4.34,6.5
E0,29-04-2017,Stoke,West Ham,0,0,D,0,0,D,L Probert,19,12,4,4,12,3,5,3,1,0,0,0,2.15,3.3,3.3,2.1,3.3,3.6,2.06,3.38,4.18
E0,29-04-2017,Sunderland,Bournemouth,0,1,A,0,0,D,S Attwell,17,15,5,7,13,9,6,5,3,2,0,0,2.8,3.5,2.35,3.05,3.4,2.3,3.33,3.68,2.23
E0,29-04-2017,West Brom,Leicester,0,1,A,0,1,A,M Clattenburg,16,6,4,1,14,9,5,6,2,2,0,0,2.4,3.3,2.85,2.6,3.3,2.7,2.82,3.31,2.75
E0,30-04-2017,Everton,Chelsea,0,3,A,0,0,D,J Moss,12,11,4,5,13,11,2,4,3,4,0,0,3.75,3.3,2,3.8,3.4,2,4.61,3.75,1.86
E0,30-04-2017,Man United,Swansea,1,1,D,1,0,H,N Swarbrick,12,12,6,4,11,13,5,2,2,2,0,0,1.33,4.75,9,1.3,5.5,9.5,1.42,4.79,9.45
E0,30-04-2017,Middlesbrough,Man City,2,2,D,1,0,H,K Friend,14,22,6,4,9,9,4,11,4,4,0,0,10,5,1.3,9.5,5.5,1.3,11.84,6.32,1.28
E0,30-04-2017,Tottenham,Arsenal,2,0,H,0,0,D,M Oliver,20,12,11,4,7,15,14,5,1,3,0,0,1.9,3.6,3.8,1.9,3.65,3.9,1.82,4.15,4.37
E0,01-05-2017,Watford,Liverpool,0,1,A,0,1,A,C Pawson,9,12,2,8,11,9,3,5,3,1,0,0,6,4,1.53,6,4.5,1.5,5.96,4.16,1.63
E0,05-05-2017,West Ham,Tottenham,1,0,H,0,0,D,A Taylor,13,11,5,5,8,9,3,7,4,2,0,0,8,5.25,1.36,7.5,4.8,1.4,8.4,5.24,1.41
E0,06-05-2017,Bournemouth,Stoke,2,2,D,0,1,A,P Tierney,12,14,2,3,10,15,0,7,2,0,0,0,2.2,3.4,3.3,2.1,3.4,3.5,2.36,3.47,3.24
E0,06-05-2017,Burnley,West Brom,2,2,D,0,0,D,M Jones,14,11,4,3,9,14,5,8,1,3,0,0,2.25,3.25,3.4,1.9,3.5,4.1,2.59,3.03,3.29
E0,06-05-2017,Hull,Sunderland,0,2,A,0,0,D,N Swarbrick,16,12,6,5,10,8,7,4,3,1,0,0,1.44,4.6,7.5,1.45,4.5,7,1.56,4.57,6.28
E0,06-05-2017,Leicester,Watford,3,0,H,1,0,H,R East,11,14,5,7,8,10,10,1,0,0,0,0,1.57,4.1,6,1.6,3.8,6,1.67,3.92,6.05
E0,06-05-2017,Man City,Crystal Palace,5,0,H,1,0,H,M Oliver,26,5,12,2,12,8,9,3,1,3,0,0,1.28,6.25,9.5,1.25,6,11,1.26,7,11.5
E0,06-05-2017,Swansea,Everton,1,0,H,1,0,H,M Atkinson,9,8,4,2,5,13,9,5,0,0,0,0,2.75,3.4,2.55,2.6,3.5,2.6,2.52,3.47,2.98
E0,07-05-2017,Arsenal,Man United,2,0,H,0,0,D,A Marriner,9,10,4,4,14,10,5,9,1,0,0,0,1.85,3.7,4.25,2.1,3.4,3.5,2.12,3.58,3.72
E0,07-05-2017,Liverpool,Southampton,0,0,D,0,0,D,R Madley,17,4,8,0,9,4,3,6,1,3,0,0,1.6,4.1,5.5,1.5,4.2,6.5,1.61,4.15,6.3
E0,08-05-2017,Chelsea,Middlesbrough,3,0,H,2,0,H,C Pawson,21,2,7,1,8,21,8,1,0,2,0,0,1.17,7.5,17,1.15,7.5,18,1.14,10,22
E0,10-05-2017,Southampton,Arsenal,0,2,A,0,0,D,J Moss,14,11,3,4,5,5,8,5,1,2,0,0,3.5,3.75,2,3.7,3.5,2,3.3,3.77,2.21
E0,12-05-2017,Everton,Watford,1,0,H,0,0,D,K Friend,15,14,6,2,7,11,9,8,0,3,0,0,1.45,4.5,7.25,1.5,4.2,6.5,1.43,5.03,8.3
E0,12-05-2017,West Brom,Chelsea,0,1,A,0,0,D,M Oliver,7,24,2,5,13,8,5,8,3,0,0,0,8.5,5,1.36,9.5,5.5,1.3,9.76,5.18,1.38
E0,13-05-2017,Bournemouth,Burnley,2,1,H,1,0,H,L Probert,18,14,6,3,6,11,7,1,0,1,0,0,1.91,3.6,4,2,3.4,3.8,1.84,3.93,4.49
E0,13-05-2017,Man City,Leicester,2,1,H,2,1,H,R Madley,17,9,5,4,12,16,9,3,3,3,0,0,1.25,6.25,11.5,1.25,6,11,1.23,7.95,12.5
E0,13-05-2017,Middlesbrough,Southampton,1,2,A,0,1,A,A Taylor,14,14,3,4,19,11,6,3,3,0,0,0,3.8,3.5,2,4.1,3.5,1.9,3.92,3.42,2.12
E0,13-05-2017,Stoke,Arsenal,1,4,A,0,1,A,M Dean,10,10,4,6,13,7,7,6,1,2,0,0,4.75,4,1.7,4.6,4,1.7,5.29,4.23,1.68
E0,13-05-2017,Sunderland,Swansea,0,2,A,0,2,A,A Marriner,13,3,4,3,13,6,8,4,4,0,0,0,4.1,3.7,1.87,4.2,3.6,1.85,3.33,3.55,2.28
E0,14-05-2017,Crystal Palace,Hull,4,0,H,2,0,H,M Atkinson,12,9,4,0,13,14,3,7,3,5,0,0,2.05,3.4,3.75,2,3.4,3.8,1.97,3.56,4.31
E0,14-05-2017,Tottenham,Man United,2,1,H,1,0,H,J Moss,14,8,7,2,14,15,8,3,1,2,0,0,1.67,4,5,1.85,3.6,4.2,1.65,4.06,6
E0,14-05-2017,West Ham,Liverpool,0,4,A,0,1,A,N Swarbrick,10,26,3,11,5,10,4,6,2,0,0,0,5.5,3.75,1.65,4.7,3.9,1.7,5.92,4.1,1.65
E0,15-05-2017,Chelsea,Watford,4,3,H,2,1,H,L Mason,24,9,9,3,7,12,8,3,2,4,0,1,1.25,6.5,10,1.33,5.5,8,1.29,6.56,10.5
E0,16-05-2017,Arsenal,Sunderland,2,0,H,0,0,D,R East,36,6,13,2,15,10,17,3,4,2,0,0,1.09,11,23,1.12,9,20,1.12,12,23.5
E0,16-05-2017,Man City,West Brom,3,1,H,2,0,H,C Pawson,21,5,10,2,8,11,7,1,1,2,0,0,1.12,9.5,19,1.15,7.5,18,1.16,9.25,19.35
E0,17-05-2017,Southampton,Man United,0,0,D,0,0,D,M Dean,17,11,6,1,7,10,7,3,2,1,0,0,2.65,3.3,2.7,2.4,3.3,2.95,2.37,3.32,3.26
E0,18-05-2017,Leicester,Tottenham,1,6,A,0,2,A,M Oliver,12,26,5,12,11,8,4,4,3,1,0,0,4.25,3.6,1.85,3.6,3.6,2,4.18,3.95,1.89
E0,21-05-2017,Arsenal,Everton,3,1,H,2,0,H,M Oliver,17,22,9,7,10,15,4,6,2,4,1,0,1.42,4.6,7.5,1.45,4.5,7,1.38,6.05,7.57
E0,21-05-2017,Burnley,West Ham,1,2,A,1,1,D,R Madley,9,14,1,4,11,14,2,5,2,2,0,0,2.4,3.5,2.85,2.4,3.3,2.95,2.31,3.58,3.24
E0,21-05-2017,Chelsea,Sunderland,5,1,H,1,1,D,N Swarbrick,28,7,8,3,8,15,11,1,1,1,0,0,1.15,8.25,16.5,1.2,6.5,15,1.12,11.5,25.5
E0,21-05-2017,Hull,Tottenham,1,7,A,0,3,A,A Marriner,10,19,4,14,14,5,2,3,0,0,0,0,6.75,4.33,1.5,5.2,4.2,1.6,9.74,6.48,1.31
E0,21-05-2017,Leicester,Bournemouth,1,1,D,0,1,A,l Mason,21,10,5,4,11,10,9,1,4,1,0,0,1.91,3.7,3.9,1.9,3.6,3.9,1.69,4.5,4.81
E0,21-05-2017,Liverpool,Middlesbrough,3,0,H,1,0,H,M Atkinson,25,9,10,3,13,8,3,3,0,1,0,0,1.11,9.25,26,1.15,7.5,18,1.15,10.5,19.09
E0,21-05-2017,Man United,Crystal Palace,2,0,H,2,0,H,A Taylor,9,6,2,1,16,10,3,6,2,0,0,0,2.45,3.4,2.9,2.4,3.3,2.95,2.35,3.38,3.35
E0,21-05-2017,Southampton,Stoke,0,1,A,0,0,D,L Probert,14,14,6,3,12,10,4,10,2,4,0,0,1.75,3.8,4.75,1.7,3.7,5,1.64,4.37,5.53
E0,21-05-2017,Swansea,West Brom,2,1,H,0,1,A,M Dean,12,16,2,5,8,10,7,4,1,1,0,0,2.05,3.5,3.6,2,3.4,3.8,2.29,3.45,3.4
E0,21-05-2017,Watford,Man City,0,5,A,0,4,A,J Moss,6,15,3,9,12,10,4,5,1,0,0,0,9.75,6,1.28,11,5,1.3,18,9.7,1.16
E0,13-08-2016,Burnley,Swansea,0,1,A,0,0,D,J Moss,10,17,3,9,10,14,7,4,3,2,0,0,2.45,3.1,2.95,2.5,3.3,2.65,2.79,3.16,2.89
E0,13-08-2016,Crystal Palace,West Brom,0,1,A,0,0,D,C Pawson,14,13,4,3,12,15,3,6,2,2,0,0,2,3.2,3.9,2.1,3.3,3.3,2.25,3.15,3.86
E0,13-08-2016,Everton,Tottenham,1,1,D,1,0,H,M Atkinson,12,13,6,4,10,14,5,6,0,0,0,0,2.95,3.2,2.4,2.65,3.3,2.5,3.64,3.54,2.16
E0,13-08-2016,Hull,Leicester,2,1,H,1,0,H,M Dean,14,18,5,5,8,17,5,3,2,2,0,0,4.33,3.4,1.9,3.3,3.3,2.1,4.68,3.5,1.92
E0,13-08-2016,Man City,Sunderland,2,1,H,1,0,H,R Madley,16,7,4,3,11,14,9,6,1,2,0,0,1.22,6,11.5,1.25,5.5,10.3,1.25,6.5,14.5
E0,13-08-2016,Middlesbrough,Stoke,1,1,D,1,0,H,K Friend,12,12,2,1,18,14,9,6,3,5,0,0,2.25,3.1,3.25,2.3,3.3,2.9,2.2,3.38,3.7
E0,13-08-2016,Southampton,Watford,1,1,D,0,1,A,R East,24,5,6,1,8,12,6,2,1,2,0,1,1.8,3.4,4.5,1.8,3.5,4.2,1.8,3.83,4.91
E0,14-08-2016,Arsenal,Liverpool,3,4,A,1,1,D,M Oliver,9,16,5,7,13,17,5,4,3,3,0,0,2.35,3.3,2.9,2.3,3.3,2.9,2.8,3.44,2.68
E0,14-08-2016,Bournemouth,Man United,1,3,A,0,1,A,A Marriner,9,11,3,7,7,10,4,2,0,1,0,0,4.6,3.5,1.75,4.5,3.5,1.75,5.4,3.65,1.78
E0,15-08-2016,Chelsea,West Ham,2,1,H,0,0,D,A Taylor,16,7,6,3,16,16,7,1,5,2,0,0,1.6,3.75,5.5,1.65,3.6,5.1,1.52,4.38,7.45
E0,19-08-2016,Man United,Southampton,2,0,H,1,0,H,A Taylor,12,13,5,1,11,8,4,0,0,0,0,0,1.48,4.33,8,1.4,4.4,7.3,1.53,4.27,7.44
E0,20-08-2016,Burnley,Liverpool,2,0,H,2,0,H,L Mason,3,26,2,5,14,5,1,12,0,1,0,0,6.5,4,1.55,5.6,3.9,1.55,7.26,4.54,1.51
E0,20-08-2016,Leicester,Arsenal,0,0,D,0,0,D,M Clattenburg,8,13,1,4,11,7,2,7,1,2,0,0,2.75,3.6,2.45,2.75,3.3,2.4,2.82,3.5,2.63
E0,20-08-2016,Stoke,Man City,1,4,A,0,2,A,M Dean,8,12,3,6,12,13,7,7,3,4,0,0,5.25,3.8,1.67,4.7,3.6,1.7,6.29,4.34,1.58
E0,20-08-2016,Swansea,Hull,0,2,A,0,0,D,S Attwell,13,12,3,4,7,10,8,3,0,0,0,0,1.75,3.6,5,1.8,3.5,4.2,1.86,3.55,4.95
E0,20-08-2016,Tottenham,Crystal Palace,1,0,H,0,0,D,M Oliver,20,10,5,2,19,9,10,4,3,3,0,0,1.44,4.5,7.75,1.5,4,6.1,1.47,4.64,7.91
E0,20-08-2016,Watford,Chelsea,1,2,A,0,0,D,J Moss,6,13,2,4,20,10,0,5,4,3,0,0,5.5,3.7,1.67,4.2,3.5,1.8,6,3.99,1.66
E0,20-08-2016,West Brom,Everton,1,2,A,1,1,D,N Swarbrick,11,13,4,7,16,10,7,4,3,1,0,0,2.95,3.1,2.55,2.85,3.2,2.4,3.08,3.17,2.63
E0,21-08-2016,Sunderland,Middlesbrough,1,2,A,0,2,A,M Atkinson,18,8,5,3,11,14,8,1,1,1,0,0,2.5,3.1,3.1,2.3,3.2,3,2.79,3.1,2.94
E0,21-08-2016,West Ham,Bournemouth,1,0,H,0,0,D,C Pawson,15,8,2,5,15,15,1,6,3,1,0,1,1.91,3.6,4,1.8,3.5,4.2,2.48,3.31,3.17
E0,27-08-2016,Chelsea,Burnley,3,0,H,2,0,H,M Clattenburg,22,6,10,0,6,9,9,5,2,2,0,0,1.25,6,12,1.25,5.5,10.3,1.25,6.6,15.24
E0,27-08-2016,Crystal Palace,Bournemouth,1,1,D,0,1,A,M Dean,24,10,5,3,15,10,10,4,2,1,0,0,2.35,3.2,3.2,2.4,3.3,2.75,2.23,3.36,3.64
